CustomLabel,Title,Description,StartPrice,Quantity,PictureURL,ShippingCost
TY,"Pharmacy Bags - TY Design - #15 (8.5"" x 3.5"" x 14.5"")","Pharmacy Bags - TY Design - #15 (8.5"" x 3.5"" x 14.5"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 8.5"" x 3.5"" x 14.5""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",110.15,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
VB6,"Veterinary Bag Design #VB6 - Pinch bottom #22 (4.5"" x 2.25"" x 11"")","Veterinary Bag Design #VB6 - Pinch bottom #22 (4.5"" x 2.25"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Veterinary
""
    ""Size: 4.5"" x 2.25"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",137.78,1,https://www.bagsupplyco.com/catalog/veterinary/vb6/VB6-22-FRONT.webp,10.00
VB6,"Veterinary Bag Design #VB6 - Flat bag #12 (7"" x 10"")","Veterinary Bag Design #VB6 - Flat bag #12 (7"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Veterinary
""
    ""Size: 7"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",132.65,1,https://www.bagsupplyco.com/catalog/veterinary/vb6/VB6-22-FRONT.webp,10.00
VB6,"Veterinary Bag Design #VB6 - Square bottom #25 (6"" x 4"" x 11"")","Veterinary Bag Design #VB6 - Square bottom #25 (6"" x 4"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Veterinary
""
    ""Size: 6"" x 4"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",75.80,1,https://www.bagsupplyco.com/catalog/veterinary/vb6/VB6-22-FRONT.webp,10.00
DISPENSARY-PRESCRIPTION-EXIT-BAG,"Classic RX Prescription Pharmacy Bags - Classic RX (10"" x 5"" x 1"")","Classic RX Prescription Pharmacy Bags - Classic RX (10"" x 5"" x 1"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DISPENSARY-PRESCRIPTION-EXIT-BAG
""
    ""Size: 10"" x 5"" x 1""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",126.50,1,https://www.bagsupplyco.com/catalog/dispensary/4947165f2c_21-ds_f4603711.jpg,10.00
DISPENSARY-PRESCRIPTION-EXIT-BAG,"Classic RX Prescription Pharmacy Bags - #12-DS (7"" x 10"")","Classic RX Prescription Pharmacy Bags - #12-DS (7"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DISPENSARY-PRESCRIPTION-EXIT-BAG
""
    ""Size: 7"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",51.75,1,https://www.bagsupplyco.com/catalog/dispensary/4947165f2c_21-ds_f4603711.jpg,10.00
DS-10,"Dispensary Bag Design #10 - Classic RX (10"" x 5"" x 1"")","Dispensary Bag Design #10 - Classic RX (10"" x 5"" x 1"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DS-10
""
    ""Size: 10"" x 5"" x 1""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",49.91,1,https://www.bagsupplyco.com/images/catalog/smoke-shop/dispensary-bag-design-10.webp,10.00
DS-10,"Dispensary Bag Design #10 - #12-DS (7"" x 10"")","Dispensary Bag Design #10 - #12-DS (7"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DS-10
""
    ""Size: 7"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",49.91,1,https://www.bagsupplyco.com/images/catalog/smoke-shop/dispensary-bag-design-10.webp,10.00
DS-11,"Dispensary Bag Design #11 - Classic RX (10"" x 5"" x 1"")","Dispensary Bag Design #11 - Classic RX (10"" x 5"" x 1"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DS-11
""
    ""Size: 10"" x 5"" x 1""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",49.91,1,https://www.bagsupplyco.com/images/catalog/smoke-shop/dispensary-bag-design-11.webp,10.00
DS-11,"Dispensary Bag Design #11 - #12-DS (7"" x 10"")","Dispensary Bag Design #11 - #12-DS (7"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: DS-11
""
    ""Size: 7"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",49.91,1,https://www.bagsupplyco.com/images/catalog/smoke-shop/dispensary-bag-design-11.webp,10.00
